Name	Length	EffectiveLength	TPM	NumReads
FBgn0050029	480	280.071	0	0
FBgn0085791	1041	840.567	0.604017	10.797
FBgn0085804	252	85.945	1.09424	2
FBgn0267876	766	565.567	0.030292	0.364
FBgn0267494	656	455.567	0	0
FBgn0085792	1211	1010.57	4.12195	88.585
FBgn0053013	2636	2435.57	0.019307	1
FBgn0266211	1668	1467.57	1.76226	55
FBgn0265141	1303	1102.57	0	0
FBgn0051292	451.987	251.773	5.14189	27.531
FBgn0053294	2000.79	1800.36	4.9625	190
FBgn0000280	166	50.929	0	0
FBgn0262885	102	33.885	0	0
FBgn0011812	456	255.754	0	0
FBgn0265533	420.967	221.229	0.872383	4.104
FBgn0052496	778	577.567	1.72783	21.223
FBgn0052009	2997.93	2797.49	2.51066	149.366
FBtr0347033	1076	875.567	0	0
FBgn0262688	493	292.605	0.160703	1
FBgn0053222	541.03	340.6	3.60373	26.103
FBgn0266940	581	380.567	0.247118	2
FBgn0262565	802	601.567	0.325815	4.168
FBgn0263002	361	164.814	0.570612	2
FBgn0084049	531	330.573	19.9917	140.543
FBgn0263211	352	156.898	0.000408	0.001
FBgn0267872	775	574.567	0.00074	0.009
FBgn0262031	330	138.442	38.3238	112.832
FBgn0267014	274	98.553	87.0165	182.376
FBgn0039987	184	56.721	0	0
FBgn0261640	810	609.567	12.5162	162.251
FBgn0052761	71	26.029	0	0
FBgn0267863	274	98.553	0	0
FBgn0052034	74	26.824	0	0
FBgn0262795	735	534.567	0	0
FBgn0261856	450	249.804	0.379898	2.018
FBgn0051485	73	26.56	0	0
FBgn0267610	864	663.567	0	0
FBgn0262851	1188	987.567	7.10847	149.292
FBgn0053416	143	44.33	406.022	382.774
FBgn0267520	357	161.272	7407.4	25405
FBgn0085765	30	13.377	7.03061	2
FBgn0267424	659	458.567	0	0
FBgn0030116	1305	1104.57	0.212855	5
FBgn0031135	363	166.599	0.28225	1
FBgn0263213	224	72.281	103.441	159.005
FBgn0267878	266	93.769	0	0
FBgn0058441	177	54.393	0	0
FBgn0267864	485	284.621	0.001944	0.012
FBgn0085500	687	486.567	0.025597	0.265
FBgn0085784	479	278.638	0.001183	0.007
FBgn0262848	1188	987.567	22.6116	474.888
FBgn0063924	307	120.735	0.795452	2.042
FBgn0262616	554	353.568	0	0
FBgn0267891	718	517.567	0.048315	0.532
FBgn0053491	369	172.005	64.6767	236.582
FBgn0050374	600	399.567	0.235367	2
FBtr0347034	740	539.567	0	0
FBgn0267898	414	214.447	0.52386	2.389
FBgn0260469	918.803	718.37	0.321843	4.917
FBgn0267874	253	86.481	0	0
FBgn0030243	5472.98	5272.54	27.1114	3039.95
FBgn0032269	1866.98	1666.54	0.028216	1
FBgn0266369	2930	2729.57	22.7742	1322
FBgn0032596	774.44	574.007	225.115	2748
FBgn0033770	642.029	441.596	0.31945	3
FBgn0259237	2786	2585.57	0	0
FBgn0013685	525	324.575	17.9218	123.706
FBgn0031021	768	567.567	54.4994	657.814
FBgn0033491	3329	3128.57	8.35084	555.61
FBgn0051141	961	760.567	0.185477	3
FBgn0284082	778	577.567	0	0
FBgn0036396	1352	1151.57	7.83587	191.898
FBgn0036641	883.051	682.618	38.2315	555
FBgn0027594	4319.94	4119.51	107.913	9453.94
FBgn0261954	8208.25	8007.82	46.7635	7963.72
FBgn0029987	639	438.567	0.536093	5
FBgn0031660	1142.75	942.319	142.317	2852
FBgn0038619	936.69	736.257	15.4558	242
FBgn0001341	3680	3479.57	9.12188	675
FBgn0037541	7044.85	6844.41	29.3901	4277.91
FBgn0016701	1195.44	995.008	68.0049	1439
FBgn0039110	1769.72	1569.29	41.4492	1383.29
FBgn0038839	2837.12	2636.69	0.017834	1
FBgn0264307	4649.68	4449.24	7.17746	679.127
FBgn0263355	3905	3704.57	34.6327	2728.47
FBgn0032482	2177.99	1977.56	162.092	6816.86
FBgn0050082	843	642.567	0.804971	11
FBgn0033698	5896	5695.57	19.7235	2389
FBgn0032240	530	329.573	146.216	1024.8
FBgn0029925	1070	869.567	28.0113	518
FBgn0039017	1757	1556.57	9.33874	309.136
FBgn0259711	908	707.567	18.7446	282.058
FBgn0051140	6125.67	5925.24	6.47	815.276
FBgn0036813	1221	1020.57	41.5135	901
FBgn0004379	2908.02	2707.59	24.5568	1414
FBgn0036158	782	581.567	0	0
FBgn0031816	2091.1	1890.66	9.17951	369.086
FBgn0034923	1676.57	1476.13	25.1103	788.265
FBgn0039582	1151	950.567	0	0
FBgn0051635	6536.11	6335.68	10.0391	1352.64
FBgn0263117	5200.46	5000.03	0.001806	0.192
FBgn0030259	717	516.567	0.000322	0.004
FBgn0029858	1947.03	1746.59	9.94686	369.465
FBgn0260745	2939.71	2739.28	135.182	7875.01
FBgn0015791	1210.31	1009.88	128.178	2752.82
FBgn0051453	1564.96	1364.53	58.2384	1690
FBgn0025574	2236.76	2036.33	24.385	1056
FBgn0039637	3174.21	2973.78	68.1931	4312.64
FBgn0023095	4767.97	4567.53	1.89427	184
FBgn0014022	1444	1243.57	22.0448	583
FBgn0035134	1243	1042.57	0.496129	11
FBgn0044826	4112.79	3912.35	73.1793	6088.64
FBgn0030937	1405	1204.57	0	0
FBgn0085213	715	514.567	0.274148	3
FBgn0039875	2549.42	2348.99	60.2999	3012.26
FBgn0037736	4001.24	3800.81	0.136088	11
FBgn0024732	2153	1952.57	26.298	1092
FBgn0053700	1116	915.567	0.051359	1
FBgn0260747	1002.09	801.657	271.51	4628.81
FBgn0038011	1767	1566.57	0.030016	1
FBgn0066365	2767.79	2567.36	0.109893	6
FBgn0039863	5861.21	5660.77	39.1454	4712.49
FBgn0037721	760.786	560.353	1.25874	15
FBgn0036459	2408	2207.57	0.021301	1
FBgn0038291	1731	1530.57	16.2828	530
FBgn0001114	3262	3061.57	764.911	49802.2
FBgn0262894	324	133.656	0	0
FBgn0015772	4877.82	4677.39	15.1075	1502.76
FBgn0030873	1710.29	1509.85	81.622	2620.81
FBgn0086675	6891.36	6690.92	0.703685	100.128
FBgn0038223	4625.06	4424.63	11.6899	1099.97
FBgn0027081	2328.17	2127.73	193.914	8774.45
FBgn0043458	3333.13	3132.7	49.4751	3296.1
FBgn0262010	471	270.667	0	0
FBgn0259963	337	144.165	0	0
FBgn0010238	2156	1955.57	94.1139	3914
FBgn0034184	3013.42	2812.98	32.7471	1959
FBgn0000018	1794	1593.57	23.5504	798.111
FBgn0032809	910	709.567	0.662693	10
FBgn0036605	513	312.581	0.721528	4.796
FBgn0052280	1133.69	933.258	52.4504	1040.99
FBgn0000055	1136.24	935.809	0.299488	5.959
FBgn0033657	3918	3717.57	0.025297	2
FBgn0035421	1684	1483.57	19.1124	603
FBgn0030666	1604.7	1404.27	0.59736	17.84
FBgn0011202	4246.81	4046.38	38.1282	3281
FBgn0050091	1681	1480.57	0.06352	2
FBgn0033260	3379.73	3179.29	40.5844	2744
FBgn0283427	8619.27	8418.83	757.941	135701
FBgn0033740	2215.76	2015.33	25.2457	1082
FBgn0011725	3003.08	2802.65	25.3062	1508.31
FBgn0034377	761	560.567	0.503303	6
FBgn0284248	673.487	473.054	726.487	7308.57
FBgn0040674	982	781.567	0.0101	0.168
FBgn0036323	1637	1436.57	0.032733	1
FBgn0038260	1973	1772.57	2.30793	87
FBgn0034617	1987	1786.57	13.3969	509
FBgn0262018	7550.64	7350.2	0.006446	1.008
FBgn0031873	840	639.567	24.1889	329
FBgn0032366	866	665.567	0.024004	0.34
FBgn0035241	4459.66	4259.23	0.88459	80.125
FBgn0260049	2272.86	2072.43	137.201	6046.86
FBgn0015558	4611.35	4410.92	0.653245	61.278
FBgn0267875	162	49.724	0	0
FBgn0003870	4213.58	4013.15	32.5338	2776.61
FBgn0053061	1278	1077.57	0	0
FBgn0041181	4928	4727.57	0.029839	3
FBgn0039778	933	732.567	0.005682	0.089
FBgn0014455	1581.74	1381.3	184.482	5419.23
FBgn0030462	935.761	735.328	0.063948	1.001
FBgn0051832	762	561.567	0.921079	11
FBgn0000259	1831.69	1631.26	147.579	5119.67
FBgn0261581	717.5	517.077	0	0
FBgn0039271	836	635.567	19.2361	260
FBgn0031463	1194	993.567	0	0
FBgn0014006	4616.95	4416.52	30.3012	2845.99
FBgn0037150	1456	1255.57	18.4635	493
FBgn0030294	1628	1427.57	24.4736	743
FBgn0036039	2111.99	1911.55	13.2857	540.087
FBgn0029676	2019.05	1818.62	92.1124	3562.5
FBgn0037475	1444.42	1243.99	0.0756	2
FBgn0052076	1529	1328.57	25.0585	708
FBgn0058354	1400	1199.57	6.71713	171.357
FBgn0033738	3778.12	3577.69	37.2877	2837.02
FBgn0064126	1573.27	1372.84	40.2207	1174.26
FBgn0039115	970	769.567	18.4348	301.702
FBgn0010356	2362	2161.57	17.5119	805
FBgn0051100	2421.71	2221.28	0.169353	8
FBgn0263249	318	128.986	0	0
FBgn0039635	1151.26	950.827	139.232	2815.36
FBgn0050010	721.08	520.647	5.87052	65
FBgn0034495	1429	1228.57	15.7946	412.668
FBgn0005617	3985.71	3785.28	29.9163	2408.24
FBgn0030703	1445	1244.56	152.301	4031
FBgn0036574	4083.07	3882.63	17.9675	1483.57
FBgn0038742	1418	1217.57	64.4569	1669
FBgn0003162	1642.93	1442.5	6.48699	199
FBgn0046999	672	471.567	0.099715	1
FBgn0037345	831	630.567	28.6953	384.8
FBgn0037050	1545.34	1344.91	10.4463	298.778
FBgn0029783	1121.7	921.27	7.60511	148.999
FBgn0261269	3756.98	3556.55	7.74773	586
FBgn0264270	2653.44	2453.01	55.7685	2909.26
FBgn0259822	5242.15	5041.72	0.160849	17.245
FBgn0034035	1562	1361.57	29.4243	852
FBgn0039270	868	667.567	13.0312	185
FBgn0031626	1990	1789.57	0	0
FBgn0051324	2240.91	2040.47	47.9008	2078.59
FBgn0260858	1469	1268.57	48.4842	1308
FBgn0031874	1718.1	1517.67	8.8451	285.479
FBgn0262719	7923.06	7722.63	0.219316	36.019
FBgn0082831	6728.77	6528.34	28.4512	3950
FBgn0259239	3797.45	3597.02	0.300671	23
FBgn0036146	755	554.567	3.81562	45
FBgn0035073	3322	3121.57	16.3758	1087.1
FBgn0020371	789	588.567	0	0
FBgn0032845	1533.99	1333.56	7.44981	211.277
FBgn0283651	4166.62	3966.19	1.23392	104.076
FBgn0267824	2632	2431.57	34.3846	1778.05
FBgn0069973	903.033	702.6	15.3931	230
FBgn0036301	1709	1508.57	17.8036	571.171
FBgn0265048	4744	4543.57	146.162	14123
FBgn0261057	237.5	78.9925	0	0
FBgn0052564	1448	1247.57	0	0
FBgn0030797	1351.82	1151.38	7.32314	179.313
FBgn0001296	2200.38	1999.94	2.21012	94
FBgn0259972	1093	892.567	0.32488	6.167
FBgn0053986	871	670.567	0	0
FBgn0032435	2743	2542.57	0.184941	10
FBgn0033905	1166.73	966.296	21.1682	435
FBgn0029539	639.5	439.067	0	0
FBgn0030502	2957.96	2757.53	83.2546	4882.28
FBgn0032554	1114.33	913.901	0.103049	2.004
FBgn0036410	2133.24	1932.81	0.900156	37
FBgn0025390	6017.87	5817.44	4.12413	510.221
FBgn0038394	1047	846.567	0.844668	15.207
FBgn0029715	1084.6	884.163	75.8568	1426.33
FBgn0034911	6361	6160.57	0.183755	24.074
FBgn0026063	2066	1865.57	1.21242	48.102
FBgn0032375	778.369	577.936	0.488177	6
FBgn0033665	1878	1677.57	11.6045	414
FBgn0085380	3223	3022.57	0.015557	1
FBgn0037493	813	612.567	0	0
FBgn0053701	315	126.695	0	0
FBgn0032189	1259	1058.57	16.6134	374
FBgn0033726	683	482.567	0	0
FBgn0037526	2160.05	1959.61	9.40379	391.894
FBgn0028902	2087.91	1887.48	0.224216	9
FBgn0050289	1164	963.567	0.0488	1
FBgn0038131	1100	899.567	0.060072	1.149
FBgn0004910	2120	1919.57	0.244964	10
FBgn0037715	1049	848.568	22.6643	408.999
FBgn0038151	1571	1370.57	0.034309	1
FBgn0005391	1583.36	1382.93	0.068004	2
FBgn0265416	4427.25	4226.82	0.461035	41.443
FBgn0033115	1372	1171.57	17.058	425
FBgn0029587	3022.55	2822.12	1.38112	82.889
FBgn0034300	5035.37	4834.93	15.76	1620.47
FBgn0265464	2788	2587.57	6.51928	358.745
FBgn0036112	761	560.567	0	0
FBgn0262730	8842.95	8642.52	34.0586	6259.81
FBgn0262512	659	458.567	102.73	1001.83
FBgn0015279	4414.91	4214.47	52.1771	4676.46
FBgn0039831	3279.78	3079.35	64.9732	4254.88
FBgn0261673	1952.83	1752.4	7.05713	263
FBgn0026570	1236.18	1035.75	50.5295	1113
FBgn0031574	3454.92	3254.49	6.06837	420.001
FBgn0036761	1782.36	1581.93	50.5069	1699.15
FBgn0085385	5729.75	5529.31	0.143806	16.91
FBgn0027296	2035.53	1835.1	10.019	391
FBgn0033259	2863	2662.57	31.8244	1802
FBgn0033616	1893	1692.57	9.77268	351.766
FBgn0030224	1034	833.567	0.169553	3.006
FBgn0016685	914.819	714.386	375.795	5709.24
FBgn0003888	2516.55	2316.12	256.17	12617.8
FBgn0025381	2175.4	1974.97	265.835	11165.2
FBgn0052667	368	171.099	2.19862	8
FBgn0031771	1553.88	1353.45	98.8289	2844.59
FBgn0042133	1168	967.567	6.46363	133
FBgn0028546	1071.21	870.779	91.9629	1703
FBgn0037620	1159	958.567	3.53196	72
FBgn0086710	477.391	277.036	2756.97	16242.8
FBgn0036028	1427	1226.57	9.62251	251
FBgn0000046	1604.75	1404.31	4.31345	128.82
FBgn0034568	3391.59	3191.16	0.412587	28
FBgn0035464	2215.88	2015.45	52.6404	2256.24
FBgn0032331	1716	1515.57	0.248211	8
FBgn0261380	1356	1155.57	29.5425	726
FBgn0039196	1506	1305.57	0	0
FBgn0051683	1844.92	1644.48	9.27582	324.396
FBgn0011754	2839.5	2639.07	27.62	1550.13
FBgn0003250	1349	1148.57	0.204701	5
FBgn0028872	2036	1835.57	0.025617	1
FBgn0003975	3463	3262.57	0.303575	21.063
FBgn0040751	379	181.173	35.0384	134.999
FBgn0039958	2105.76	1905.33	56.0155	2269.72
FBgn0034201	991.533	791.352	0.11884	2
FBgn0032390	856.447	656.014	62.6497	874.031
FBgn0031144	2239.65	2039.21	36.3181	1575
FBgn0037481	943	742.567	22.4801	355
FBgn0033457	1061.95	861.517	28.8734	529
FBgn0037974	1387.69	1187.26	23.8791	602.917
FBgn0038033	1754	1553.57	0.166205	5.491
FBgn0029689	2699	2498.57	10.3132	548
FBgn0036784	2074	1873.57	0	0
FBgn0085458	750	549.567	0	0
FBgn0033787	1079.5	879.071	3.90627	73.026
FBgn0031955	5735.11	5534.68	0.220895	26
FBgn0054011	1090	889.567	0.05286	1
FBgn0051092	4056.53	3856.1	6.26541	513.797
FBgn0003218	5281.25	5080.82	14.2543	1540.19
FBgn0029687	2584.53	2384.1	115.323	5847.02
FBgn0033460	4647.22	4446.79	48.1033	4549
FBgn0039664	1423.41	1222.98	7.02845	182.799
FBgn0037802	1114	913.567	7.92659	154
FBgn0014002	2080.09	1879.65	771.152	30825.6
FBgn0051454	1736	1535.57	0.214356	7
FBgn0046886	1227	1026.57	0	0
FBgn0261060	329	137.637	0	0
FBgn0039349	1858.86	1658.42	20.7072	730.315
FBgn0036230	922.176	721.743	0.065152	1
FBgn0085599	1023	822.567	17.4137	304.619
FBgn0030292	477	276.645	69.5195	409
FBgn0039132	1036.67	836.238	95.5372	1699.01
FBgn0032790	1215	1014.57	14.0433	303
FBgn0029996	2647.43	2447	52.8675	2751.17
FBgn0264830	262	91.463	0	0
FBgn0083972	706	505.567	5.20853	56
FBgn0052221	1606	1405.57	9.90253	296
FBgn0061209	595	394.567	0.026617	0.223
FBgn0019938	5078	4877.57	30.8884	3204
FBgn0029920	757	556.567	0.208091	2.463
FBgn0259728	885	684.567	11.877	172.909
FBgn0052732	2189	1988.57	15.46	653.798
FBgn0030164	1289.75	1089.32	0	0
FBgn0033785	1900.4	1699.96	8.51974	308.007
FBgn0250839	952.232	751.799	0.312733	5.001
FBgn0267887	453	252.778	0.000941	0.005
FBgn0267365	936	735.567	47.1781	738
FBgn0032150	1048.45	848.02	5.04593	91
FBgn0035360	1759.75	1559.32	1.16626	38.674
FBgn0035833	3722	3521.57	17.8926	1340
FBgn0034849	774.205	573.772	49.1792	600.088
FBgn0035041	2874.85	2674.42	0.258524	14.704
FBgn0037067	876	675.567	0	0
FBgn0263197	6073.18	5872.75	60.935	7610.31
FBgn0033724	636.534	436.101	44.8551	416
FBgn0265201	476	275.648	1.81432	10.636
FBgn0031690	1694.11	1493.67	0.629623	19.999
FBgn0035009	576	375.567	0	0
FBgn0052601	967	766.567	0.049643	0.809
FBgn0033996	1949.54	1749.1	24.1416	898
FBgn0034437	2768	2567.57	0.054942	3
FBgn0031247	748	547.567	28.9579	337.208
FBgn0039552	649	448.567	0	0
FBgn0030990	2128.44	1928	97.2399	3987
FBgn0015925	2002.1	1801.66	35.2343	1350
FBgn0029959	1236.48	1036.05	31.1799	686.989
FBgn0001276	727	526.567	27.4152	307
FBgn0036277	437	236.957	144.467	728
FBgn0052643	548	347.569	0	0
FBgn0263782	3818	3617.57	9.6156	739.754
FBgn0035695	4334.73	4134.3	0.056869	5
FBgn0034138	627.331	426.898	3546.53	32197.5
FBgn0035997	3321.87	3121.44	19.885	1320
FBgn0028541	2463.47	2263.04	71.8953	3460.09
FBgn0053666	666	465.567	0.038046	0.377
FBgn0051860	2260.5	2060.07	0	0
FBgn0035312	1183	982.567	15.598	325.931
FBgn0036236	1075	874.567	0.118745	2.209
FBgn0259735	7027.15	6826.72	122.261	17749.8
FBgn0037094	3133.84	2933.41	35.282	2201
FBgn0051953	715	514.567	1.68571	18.447
FBgn0029523	2309	2108.57	1.41671	63.527
FBgn0035374	1144	943.567	59.8018	1200
FBgn0034514	440	239.915	0.195996	1
FBgn0038934	4913.65	4713.22	0.200535	20.1
FBgn0036360	2534	2333.57	0.201573	10.003
FBgn0014465	2064.68	1864.25	0.991174	39.296
FBgn0038471	1102	901.567	27.8515	534
FBgn0038047	1623	1422.57	5.91679	179
FBgn0064237	1495	1294.57	0.036323	1
FBgn0032036	2446.98	2246.55	249.353	11913.1
FBgn0038207	740	539.567	0.261446	3
FBgn0259821	4521.46	4321.03	6.44229	591.999
FBgn0032084	1418.84	1218.41	3.43482	89
FBgn0014427	1176	975.567	11.2788	234
FBgn0031257	2621.22	2420.79	48.6532	2504.74
FBgn0041094	2511.23	2310.8	87.4143	4295.74
FBgn0033988	2216	2015.57	39.1285	1677.2
FBgn0001986	3585	3384.57	29.6481	2134
FBgn0032078	2009.17	1808.74	257.627	9909.72
FBgn0038551	1645	1444.57	28.222	867
FBgn0000808	1972.89	1772.46	7.17309	270.381
FBgn0036895	3746	3545.57	0.079574	6
FBgn0266455	280	102.293	0	0
FBgn0031575	2696.46	2496.03	11.3845	604.306
FBgn0033880	1145	944.567	3.38518	68
FBgn0051661	1341	1140.57	0.082455	2
FBgn0283476	12442	12241.6	0.169013	44
FBgn0032882	1961	1760.57	37.4663	1402.77
FBgn0025700	891.088	690.655	141.819	2083
FBgn0039811	514	313.581	0	0
FBgn0086447	405.099	205.883	74.3823	325.675
FBgn0000463	4792.58	4592.15	0.112811	11.017
FBgn0034748	1924	1723.57	16.4234	601.983
FBgn0042138	1248.76	1048.33	80.8765	1803.07
FBgn0017556	1209.5	1009.07	0.046646	1.001
FBgn0267423	640	439.567	0	0
FBgn0052843	3276.46	3076.03	0.091721	6
FBgn0250827	860	659.567	0.285172	4
FBgn0023536	2345	2144.57	3.53014	161
FBgn0263236	3181.47	2981.04	1.12934	71.595
FBgn0039379	1894	1693.57	42.7587	1540
FBgn0263842	318	128.986	0	0
FBgn0259676	1753	1552.57	17.5664	580
FBgn0050005	887	686.567	38.5342	562.63
FBgn0036842	2799.65	2599.21	42.7398	2362.49
FBgn0026718	1615.58	1415.15	5.88285	177.045
FBgn0034061	656	455.567	45.1061	437
FBgn0038877	2124	1923.57	42.8177	1751.56
FBgn0262588	777	576.567	28.9524	355
FBgn0264979	1416.61	1216.18	9.82068	254
FBgn0010772	3253.25	3052.82	34.9882	2271.52
FBgn0034127	2103	1902.57	0.519021	21
FBgn0261850	2797	2596.57	20.4709	1130.4
FBgn0037853	1642	1441.57	95.2802	2921
FBgn0038851	978	777.567	1.87469	31
FBgn0083942	556	355.568	0	0
FBgn0004915	1416.33	1215.9	42.5173	1099.4
FBgn0265630	6013.56	5813.13	30.2962	3745.35
FBgn0034870	870	669.567	0.070228	1
FBgn0036483	4086.27	3885.83	9.49929	785
FBgn0026869	6377.38	6176.95	45.1107	5925.81
FBgn0051404	981	780.567	0.060241	1
FBgn0050446	2303	2102.57	0.313101	14
FBgn0033020	668.916	468.483	0.301116	3
FBgn0036450	2644	2443.57	36.0621	1874
FBgn0085479	1472	1271.57	0.665639	18
FBgn0037045	1081	880.567	10.2529	192
FBgn0030114	2836.77	2636.33	27.7488	1555.75
FBgn0046685	2895	2694.57	38.4484	2203.24
FBgn0031951	1199.81	999.376	38.2536	813.009
FBgn0030310	740.38	539.947	366.899	4213
FBgn0032251	1034.63	834.194	12.3448	219
FBgn0036009	1497	1296.57	0	0
FBgn0039266	1627.87	1427.44	67.1778	2039.28
FBgn0034194	1742.96	1542.53	25.6066	840
FBgn0004554	569.5	369.068	0	0
FBgn0003360	1713.5	1513.06	46.3792	1492.36
FBgn0030320	3606.72	3406.29	23.178	1679
FBgn0261639	849	648.567	15.3421	211.609
FBgn0030812	4618.96	4418.53	39.5783	3719.02
FBgn0052091	2967	2766.57	1.66568	98
FBgn0039183	3166.39	2965.96	24.3017	1532.84
FBgn0000299	5805.25	5604.82	906.854	108092
FBgn0004892	2611	2410.57	0.117313	6.014
FBgn0038602	615	414.567	0	0
FBgn0037260	1785	1584.57	1.52167	51.277
FBgn0052668	2676	2475.57	0.569839	30
FBgn0001250	5708.51	5508.08	0.606933	71.094
FBgn0036795	1548	1347.57	0	0
FBgn0015321	1228.66	1028.23	54.1006	1183
FBgn0030202	348	153.444	0	0
FBgn0030244	982.68	782.247	0.786545	13.084
FBgn0039501	2472	2271.57	5.54773	268
FBgn0038127	935	734.567	0	0
FBgn0003129	2566	2365.57	0.064414	3.24
FBgn0033100	556.423	355.991	57.7228	437
FBgn0030832	708	507.567	2.1e-05	0
FBgn0264738	1067	866.567	0	0
FBgn0036302	2223.13	2022.7	54.4687	2343
FBgn0011205	1933.71	1733.28	55.3162	2038.99
FBgn0028700	1277.27	1076.84	25.7438	589.546
FBgn0039927	3283.85	3083.42	17.1152	1122.3
FBgn0038079	696.314	495.883	0.189653	2
FBgn0040066	1778.29	1577.86	46.4689	1559.28
FBgn0030833	3832.05	3631.61	4.4412	343
FBgn0036656	1417.19	1216.75	0.968972	25.073
FBgn0053531	4540.57	4340.13	0.140846	13
FBgn0033982	2867.19	2666.76	0.525908	29.825
FBgn0085237	380	182.1	0	0
FBgn0052086	1524	1323.57	0	0
FBgn0284247	12278.7	12078.2	0.007786	2
FBgn0039434	1030	829.567	0.010114	0.178
FBgn0051933	2076	1875.57	0	0
FBgn0038830	670	469.567	23.5479	235.149
FBgn0035294	1682	1481.57	57.9707	1826.52
FBgn0040793	417	217.362	569.604	2633
FBgn0014179	2042	1841.57	0	0
FBgn0031145	937.605	737.172	345.663	5418.95
FBgn0033234	2013.79	1813.35	1.16534	44.94
FBgn0040343	987	786.567	0.179346	3
FBgn0050491	1204.28	1003.85	4.80757	102.633
FBgn0034420	3329.34	3128.9	95.7724	6372.75
FBgn0054008	715	514.567	11.0854	121.307
FBgn0037297	1601.95	1401.52	21.1372	630
FBgn0031725	2661.5	2461.07	0	0
FBgn0039307	1248	1047.57	0.179549	4
FBgn0035435	1103	902.567	9.79454	188
FBgn0013810	12202	12001.6	4.53708	1158
FBgn0003963	4766.46	4566.03	80.9693	7862.37
FBgn0030494	858	657.567	0.07151	1
FBgn0039055	3473	3272.57	27.6597	1925
FBgn0040308	1039.63	839.196	99.663	1778.65
FBgn0039620	2274	2073.57	1.3833	61
FBgn0015765	1455.55	1255.12	21.8419	583
FBgn0031270	711.272	510.839	9.297	101
FBgn0029795	1640.85	1440.42	0.685547	21
FBgn0030049	4320.14	4119.71	48.2909	4230.83
FBgn0052702	11349	11148.6	5.47501	1298.07
FBgn0032938	3590.83	3390.4	54.451	3926
FBgn0037760	5153.07	4952.64	33.335	3511
FBgn0259832	474	273.655	19.4989	113.477
FBgn0020440	4575.37	4374.94	18.2611	1699
FBgn0004590	639	438.567	0	0
FBgn0024941	4276.65	4076.21	0.277088	24.02
FBgn0035084	1409.4	1208.97	6.47185	166.395
FBgn0038752	2194	1993.57	0.023587	1
FBgn0051643	2938	2737.57	6.2e-05	0.004
FBgn0030746	3862.54	3662.11	1.04331	81.253
FBgn0015714	1560.83	1360.39	75.5714	2186.33
FBgn0037506	1426	1225.57	0.306944	8
FBgn0266977	516	315.579	0.149004	1
FBgn0035077	1165	964.567	0.03003	0.616
FBgn0053109	1025	824.567	0.342162	6
FBgn0002933	523	322.576	0	0
FBgn0085331	825	624.567	0	0
FBgn0261584	1828.87	1628.43	3.84049	133
FBgn0033362	2037.63	1837.19	3.73683	145.999
FBgn0030575	1362.98	1162.54	5.13688	127
FBgn0015572	1749	1548.57	0.789495	26
FBgn0013276	2375	2174.57	11.8091	546.116
FBgn0032613	2123	1922.57	30.0347	1228
FBgn0036225	1146	945.567	0	0
FBgn0052208	514	313.581	0.557322	3.717
FBgn0017567	819	618.567	131.74	1733
