ROUND = 39, SUM = 11396433.0000001, bChange = 0.188586, totNum = 11075
ROUND = 40, SUM = 11396432.9999999, bChange = 0.188593, totNum = 10888
ROUND = 41, SUM = 11396433, bChange = 0.188599, totNum = 10741
ROUND = 42, SUM = 11396433, bChange = 0.188604, totNum = 10530
ROUND = 43, SUM = 11396433.0000001, bChange = 0.178905, totNum = 10345
ROUND = 44, SUM = 11396433, bChange = 0.178909, totNum = 10200
ROUND = 45, SUM = 11396432.9999999, bChange = 0.178912, totNum = 10033
ROUND = 46, SUM = 11396432.9999999, bChange = 0.178915, totNum = 9881
ROUND = 47, SUM = 11396433, bChange = 0.178917, totNum = 9723
ROUND = 48, SUM = 11396433, bChange = 0.159451, totNum = 9556
ROUND = 49, SUM = 11396433.0000001, bChange = 0.138633, totNum = 9405
ROUND = 50, SUM = 11396433, bChange = 0.138593, totNum = 9245
ROUND = 51, SUM = 11396433, bChange = 0.138563, totNum = 9113
ROUND = 52, SUM = 11396433, bChange = 0.138541, totNum = 8966
ROUND = 53, SUM = 11396433, bChange = 0.138526, totNum = 8826
ROUND = 54, SUM = 11396433, bChange = 0.132487, totNum = 8696
ROUND = 55, SUM = 11396433, bChange = 0.132482, totNum = 8577
ROUND = 56, SUM = 11396433, bChange = 0.132478, totNum = 8434
ROUND = 57, SUM = 11396433.0000001, bChange = 0.132475, totNum = 8302
ROUND = 58, SUM = 11396433, bChange = 0.132473, totNum = 8145
ROUND = 59, SUM = 11396433, bChange = 0.132471, totNum = 8036
ROUND = 60, SUM = 11396433, bChange = 0.13247, totNum = 7901
ROUND = 61, SUM = 11396433.0000001, bChange = 0.132469, totNum = 7793
ROUND = 62, SUM = 11396433, bChange = 0.126163, totNum = 7694
ROUND = 63, SUM = 11396433, bChange = 0.126232, totNum = 7586
ROUND = 64, SUM = 11396433, bChange = 0.120825, totNum = 7470
ROUND = 65, SUM = 11396433, bChange = 0.120911, totNum = 7344
ROUND = 66, SUM = 11396433, bChange = 0.120994, totNum = 7245
ROUND = 67, SUM = 11396433, bChange = 0.121073, totNum = 7134
ROUND = 68, SUM = 11396433, bChange = 0.121149, totNum = 7023
ROUND = 69, SUM = 11396432.9999999, bChange = 0.121222, totNum = 6917
ROUND = 70, SUM = 11396433, bChange = 0.121292, totNum = 6819
ROUND = 71, SUM = 11396433, bChange = 0.121359, totNum = 6717
ROUND = 72, SUM = 11396433, bChange = 0.121424, totNum = 6627
ROUND = 73, SUM = 11396433, bChange = 0.121486, totNum = 6517
ROUND = 74, SUM = 11396433, bChange = 0.0983065, totNum = 6436
ROUND = 75, SUM = 11396433, bChange = 0.094795, totNum = 6343
ROUND = 76, SUM = 11396433, bChange = 0.0947993, totNum = 6248
ROUND = 77, SUM = 11396433, bChange = 0.0934373, totNum = 6153
ROUND = 78, SUM = 11396433, bChange = 0.0933832, totNum = 6049
ROUND = 79, SUM = 11396433, bChange = 0.0933308, totNum = 5963
ROUND = 80, SUM = 11396433, bChange = 0.0932799, totNum = 5879
ROUND = 81, SUM = 11396433, bChange = 0.0932305, totNum = 5801
ROUND = 82, SUM = 11396433, bChange = 0.0931827, totNum = 5739
ROUND = 83, SUM = 11396433, bChange = 0.0904486, totNum = 5648
ROUND = 84, SUM = 11396433, bChange = 0.0904754, totNum = 5563
ROUND = 85, SUM = 11396433, bChange = 0.090501, totNum = 5479
ROUND = 86, SUM = 11396433, bChange = 0.0905256, totNum = 5419
ROUND = 87, SUM = 11396433, bChange = 0.0905492, totNum = 5345
ROUND = 88, SUM = 11396432.9999999, bChange = 0.0905718, totNum = 5265
ROUND = 89, SUM = 11396433, bChange = 0.0905935, totNum = 5195
ROUND = 90, SUM = 11396433, bChange = 0.0906143, totNum = 5123
ROUND = 91, SUM = 11396433, bChange = 0.0906342, totNum = 5049
ROUND = 92, SUM = 11396432.9999999, bChange = 0.0906534, totNum = 4955
ROUND = 93, SUM = 11396433, bChange = 0.0844091, totNum = 4892
ROUND = 94, SUM = 11396433, bChange = 0.0844081, totNum = 4822
ROUND = 95, SUM = 11396433.0000001, bChange = 0.0844071, totNum = 4743
ROUND = 96, SUM = 11396433, bChange = 0.0844062, totNum = 4688
ROUND = 97, SUM = 11396433, bChange = 0.079689, totNum = 4628
ROUND = 98, SUM = 11396433, bChange = 0.0797097, totNum = 4562
ROUND = 99, SUM = 11396433, bChange = 0.0777334, totNum = 4512
ROUND = 100, SUM = 11396433, bChange = 0.0777335, totNum = 4449
ROUND = 101, SUM = 11396433, bChange = 0.0777336, totNum = 4387
ROUND = 102, SUM = 11396433, bChange = 0.0777337, totNum = 4328
ROUND = 103, SUM = 11396433, bChange = 0.0777338, totNum = 4268
ROUND = 104, SUM = 11396433, bChange = 0.0777339, totNum = 4194
ROUND = 105, SUM = 11396433, bChange = 0.077734, totNum = 4156
ROUND = 106, SUM = 11396433, bChange = 0.077734, totNum = 4104
ROUND = 107, SUM = 11396433, bChange = 0.0777341, totNum = 4041
ROUND = 108, SUM = 11396433, bChange = 0.0777342, totNum = 3989
ROUND = 109, SUM = 11396433, bChange = 0.0777342, totNum = 3942
ROUND = 110, SUM = 11396433, bChange = 0.0777343, totNum = 3887
ROUND = 111, SUM = 11396433, bChange = 0.0777343, totNum = 3835
ROUND = 112, SUM = 11396433, bChange = 0.0777343, totNum = 3789
ROUND = 113, SUM = 11396433, bChange = 0.0777344, totNum = 3744
ROUND = 114, SUM = 11396433, bChange = 0.0777344, totNum = 3702
ROUND = 115, SUM = 11396433, bChange = 0.0777345, totNum = 3653
ROUND = 116, SUM = 11396433, bChange = 0.0643719, totNum = 3613
ROUND = 117, SUM = 11396433, bChange = 0.0643759, totNum = 3561
ROUND = 118, SUM = 11396433.0000001, bChange = 0.0643795, totNum = 3515
ROUND = 119, SUM = 11396433, bChange = 0.064383, totNum = 3472
ROUND = 120, SUM = 11396433, bChange = 0.0643862, totNum = 3429
ROUND = 121, SUM = 11396433, bChange = 0.0643891, totNum = 3394
ROUND = 122, SUM = 11396433, bChange = 0.0643919, totNum = 3362
ROUND = 123, SUM = 11396432.9999999, bChange = 0.0643945, totNum = 3327
ROUND = 124, SUM = 11396432.9999999, bChange = 0.0599041, totNum = 3285
ROUND = 125, SUM = 11396433, bChange = 0.0599035, totNum = 3233
ROUND = 126, SUM = 11396433, bChange = 0.0599029, totNum = 3194
ROUND = 127, SUM = 11396432.9999999, bChange = 0.0599023, totNum = 3151
ROUND = 128, SUM = 11396433, bChange = 0.0599017, totNum = 3097
ROUND = 129, SUM = 11396433, bChange = 0.0599011, totNum = 3061
ROUND = 130, SUM = 11396433, bChange = 0.0599004, totNum = 3032
ROUND = 131, SUM = 11396433, bChange = 0.0598998, totNum = 2996
ROUND = 132, SUM = 11396433, bChange = 0.0598992, totNum = 2964
ROUND = 133, SUM = 11396433, bChange = 0.0502561, totNum = 2935
ROUND = 134, SUM = 11396433, bChange = 0.0502565, totNum = 2900
ROUND = 135, SUM = 11396433, bChange = 0.0502569, totNum = 2869
ROUND = 136, SUM = 11396432.9999999, bChange = 0.0502573, totNum = 2841
ROUND = 137, SUM = 11396433, bChange = 0.0502576, totNum = 2811
ROUND = 138, SUM = 11396433, bChange = 0.0484912, totNum = 2780
ROUND = 139, SUM = 11396433, bChange = 0.0484137, totNum = 2748
ROUND = 140, SUM = 11396433, bChange = 0.0483996, totNum = 2730
ROUND = 141, SUM = 11396433, bChange = 0.0483857, totNum = 2705
ROUND = 142, SUM = 11396433, bChange = 0.048372, totNum = 2688
ROUND = 143, SUM = 11396433, bChange = 0.0483584, totNum = 2658
ROUND = 144, SUM = 11396433, bChange = 0.0483451, totNum = 2632
ROUND = 145, SUM = 11396433, bChange = 0.048332, totNum = 2607
ROUND = 146, SUM = 11396433, bChange = 0.0483191, totNum = 2576
ROUND = 147, SUM = 11396433.0000001, bChange = 0.0483064, totNum = 2553
ROUND = 148, SUM = 11396433, bChange = 0.0482939, totNum = 2523
ROUND = 149, SUM = 11396433, bChange = 0.0482816, totNum = 2491
ROUND = 150, SUM = 11396432.9999999, bChange = 0.0482695, totNum = 2462
ROUND = 151, SUM = 11396433, bChange = 0.0482576, totNum = 2435
ROUND = 152, SUM = 11396433, bChange = 0.0482458, totNum = 2404
ROUND = 153, SUM = 11396433, bChange = 0.0482343, totNum = 2389
ROUND = 154, SUM = 11396433, bChange = 0.048223, totNum = 2357
ROUND = 155, SUM = 11396433, bChange = 0.0482118, totNum = 2332
ROUND = 156, SUM = 11396433, bChange = 0.0482009, totNum = 2303
ROUND = 157, SUM = 11396433, bChange = 0.0481901, totNum = 2285
ROUND = 158, SUM = 11396433.0000001, bChange = 0.0481795, totNum = 2264
ROUND = 159, SUM = 11396433, bChange = 0.0481691, totNum = 2250
ROUND = 160, SUM = 11396433, bChange = 0.0481589, totNum = 2232
ROUND = 161, SUM = 11396433, bChange = 0.047618, totNum = 2210
ROUND = 162, SUM = 11396433, bChange = 0.0476189, totNum = 2192
ROUND = 163, SUM = 11396433, bChange = 0.0476197, totNum = 2174
ROUND = 164, SUM = 11396433, bChange = 0.0476205, totNum = 2154
ROUND = 165, SUM = 11396433, bChange = 0.0476213, totNum = 2127
ROUND = 166, SUM = 11396432.9999999, bChange = 0.0454675, totNum = 2105
ROUND = 167, SUM = 11396433, bChange = 0.0454684, totNum = 2085
ROUND = 168, SUM = 11396433, bChange = 0.0454692, totNum = 2071
ROUND = 169, SUM = 11396433, bChange = 0.0454701, totNum = 2051
ROUND = 170, SUM = 11396433, bChange = 0.0454708, totNum = 2035
ROUND = 171, SUM = 11396433, bChange = 0.0454716, totNum = 2014
ROUND = 172, SUM = 11396433, bChange = 0.0454723, totNum = 1991
ROUND = 173, SUM = 11396433, bChange = 0.0454729, totNum = 1971
ROUND = 174, SUM = 11396433, bChange = 0.0454736, totNum = 1955
ROUND = 175, SUM = 11396433, bChange = 0.0451204, totNum = 1942
ROUND = 176, SUM = 11396433, bChange = 0.0451211, totNum = 1932
ROUND = 177, SUM = 11396433, bChange = 0.0451217, totNum = 1913
ROUND = 178, SUM = 11396433, bChange = 0.0451222, totNum = 1901
ROUND = 179, SUM = 11396433, bChange = 0.0451228, totNum = 1891
ROUND = 180, SUM = 11396433, bChange = 0.0451233, totNum = 1878
ROUND = 181, SUM = 11396432.9999999, bChange = 0.0451238, totNum = 1869
ROUND = 182, SUM = 11396433, bChange = 0.0451243, totNum = 1853
ROUND = 183, SUM = 11396433, bChange = 0.0451247, totNum = 1838
ROUND = 184, SUM = 11396433, bChange = 0.0451252, totNum = 1824
ROUND = 185, SUM = 11396433, bChange = 0.0451256, totNum = 1809
ROUND = 186, SUM = 11396433, bChange = 0.045126, totNum = 1796
ROUND = 187, SUM = 11396433, bChange = 0.0451264, totNum = 1773
ROUND = 188, SUM = 11396433, bChange = 0.0451267, totNum = 1762
ROUND = 189, SUM = 11396433, bChange = 0.0451271, totNum = 1745
ROUND = 190, SUM = 11396433, bChange = 0.0451274, totNum = 1731
ROUND = 191, SUM = 11396433, bChange = 0.0451277, totNum = 1718
ROUND = 192, SUM = 11396433, bChange = 0.045128, totNum = 1708
ROUND = 193, SUM = 11396433, bChange = 0.0451283, totNum = 1692
ROUND = 194, SUM = 11396433, bChange = 0.0451286, totNum = 1668
ROUND = 195, SUM = 11396433, bChange = 0.0451288, totNum = 1653
ROUND = 196, SUM = 11396432.9999999, bChange = 0.0451291, totNum = 1639
ROUND = 197, SUM = 11396433, bChange = 0.0451293, totNum = 1625
ROUND = 198, SUM = 11396433, bChange = 0.0451295, totNum = 1607
ROUND = 199, SUM = 11396433, bChange = 0.0451298, totNum = 1598
ROUND = 200, SUM = 11396433, bChange = 0.04513, totNum = 1586
ROUND = 201, SUM = 11396432.9999999, bChange = 0.0451302, totNum = 1577
ROUND = 202, SUM = 11396433, bChange = 0.0451304, totNum = 1566
ROUND = 203, SUM = 11396433, bChange = 0.0451305, totNum = 1552
ROUND = 204, SUM = 11396433, bChange = 0.0451307, totNum = 1539
ROUND = 205, SUM = 11396433, bChange = 0.0451309, totNum = 1532
ROUND = 206, SUM = 11396433, bChange = 0.045131, totNum = 1518
ROUND = 207, SUM = 11396433, bChange = 0.0451312, totNum = 1506
ROUND = 208, SUM = 11396433, bChange = 0.0451313, totNum = 1495
ROUND = 209, SUM = 11396433, bChange = 0.0451315, totNum = 1485
ROUND = 210, SUM = 11396433, bChange = 0.0360317, totNum = 1473
ROUND = 211, SUM = 11396432.9999999, bChange = 0.0360322, totNum = 1461
ROUND = 212, SUM = 11396433, bChange = 0.0360328, totNum = 1450
ROUND = 213, SUM = 11396433, bChange = 0.0360333, totNum = 1442
ROUND = 214, SUM = 11396433, bChange = 0.0360339, totNum = 1432
ROUND = 215, SUM = 11396433, bChange = 0.0360344, totNum = 1422
ROUND = 216, SUM = 11396433, bChange = 0.0360349, totNum = 1419
ROUND = 217, SUM = 11396433, bChange = 0.0360353, totNum = 1413
ROUND = 218, SUM = 11396433, bChange = 0.0360358, totNum = 1405
ROUND = 219, SUM = 11396433, bChange = 0.0360362, totNum = 1397
ROUND = 220, SUM = 11396432.9999999, bChange = 0.0360366, totNum = 1389
ROUND = 221, SUM = 11396433, bChange = 0.036037, totNum = 1380
ROUND = 222, SUM = 11396433, bChange = 0.0360374, totNum = 1369
ROUND = 223, SUM = 11396433.0000001, bChange = 0.0360378, totNum = 1363
ROUND = 224, SUM = 11396433, bChange = 0.0360382, totNum = 1359
ROUND = 225, SUM = 11396433, bChange = 0.0360385, totNum = 1348
ROUND = 226, SUM = 11396433, bChange = 0.0360388, totNum = 1341
ROUND = 227, SUM = 11396433, bChange = 0.0360392, totNum = 1325
ROUND = 228, SUM = 11396433, bChange = 0.0360395, totNum = 1315
ROUND = 229, SUM = 11396433, bChange = 0.0360398, totNum = 1304
ROUND = 230, SUM = 11396433, bChange = 0.0360401, totNum = 1296
ROUND = 231, SUM = 11396433, bChange = 0.0360403, totNum = 1288
ROUND = 232, SUM = 11396433, bChange = 0.0360406, totNum = 1278
ROUND = 233, SUM = 11396433, bChange = 0.0336821, totNum = 1268
ROUND = 234, SUM = 11396433, bChange = 0.0319697, totNum = 1256
ROUND = 235, SUM = 11396432.9999999, bChange = 0.0319702, totNum = 1248
ROUND = 236, SUM = 11396433, bChange = 0.0319707, totNum = 1240
ROUND = 237, SUM = 11396433, bChange = 0.0319711, totNum = 1225
ROUND = 238, SUM = 11396433, bChange = 0.0319716, totNum = 1220
ROUND = 239, SUM = 11396432.9999999, bChange = 0.031972, totNum = 1208
ROUND = 240, SUM = 11396432.9999999, bChange = 0.0319725, totNum = 1204
ROUND = 241, SUM = 11396433, bChange = 0.0319729, totNum = 1195
ROUND = 242, SUM = 11396432.9999999, bChange = 0.0319733, totNum = 1187
ROUND = 243, SUM = 11396433, bChange = 0.0319737, totNum = 1171
ROUND = 244, SUM = 11396433, bChange = 0.0319741, totNum = 1162
ROUND = 245, SUM = 11396432.9999999, bChange = 0.0319744, totNum = 1152
ROUND = 246, SUM = 11396433, bChange = 0.0319748, totNum = 1145
ROUND = 247, SUM = 11396432.9999999, bChange = 0.0319751, totNum = 1132
ROUND = 248, SUM = 11396433, bChange = 0.0319755, totNum = 1123
ROUND = 249, SUM = 11396433, bChange = 0.0319758, totNum = 1111
ROUND = 250, SUM = 11396433, bChange = 0.0319761, totNum = 1100
ROUND = 251, SUM = 11396433, bChange = 0.0319764, totNum = 1088
ROUND = 252, SUM = 11396433, bChange = 0.0319767, totNum = 1083
ROUND = 253, SUM = 11396433, bChange = 0.031977, totNum = 1078
ROUND = 254, SUM = 11396433, bChange = 0.0319773, totNum = 1068
ROUND = 255, SUM = 11396433, bChange = 0.0319775, totNum = 1065
ROUND = 256, SUM = 11396433, bChange = 0.0319778, totNum = 1057
ROUND = 257, SUM = 11396432.9999999, bChange = 0.031978, totNum = 1053
ROUND = 258, SUM = 11396433, bChange = 0.0319783, totNum = 1050
ROUND = 259, SUM = 11396433, bChange = 0.0319785, totNum = 1045
ROUND = 260, SUM = 11396433, bChange = 0.0319787, totNum = 1040
ROUND = 261, SUM = 11396433, bChange = 0.0319789, totNum = 1034
ROUND = 262, SUM = 11396433, bChange = 0.0319792, totNum = 1032
ROUND = 263, SUM = 11396433, bChange = 0.0319794, totNum = 1027
ROUND = 264, SUM = 11396433, bChange = 0.0319796, totNum = 1022
ROUND = 265, SUM = 11396433, bChange = 0.0319797, totNum = 1009
ROUND = 266, SUM = 11396433, bChange = 0.0294111, totNum = 1002
ROUND = 267, SUM = 11396433, bChange = 0.0294101, totNum = 997
ROUND = 268, SUM = 11396433, bChange = 0.0294091, totNum = 990
ROUND = 269, SUM = 11396433, bChange = 0.0294081, totNum = 988
ROUND = 270, SUM = 11396432.9999999, bChange = 0.0294071, totNum = 976
ROUND = 271, SUM = 11396433, bChange = 0.0294062, totNum = 965
ROUND = 272, SUM = 11396433, bChange = 0.0294053, totNum = 957
ROUND = 273, SUM = 11396433, bChange = 0.0294043, totNum = 951
ROUND = 274, SUM = 11396433, bChange = 0.0294034, totNum = 947
ROUND = 275, SUM = 11396433, bChange = 0.0294025, totNum = 933
ROUND = 276, SUM = 11396433, bChange = 0.0294016, totNum = 927
ROUND = 277, SUM = 11396433, bChange = 0.0294007, totNum = 925
ROUND = 278, SUM = 11396433, bChange = 0.0293999, totNum = 920
ROUND = 279, SUM = 11396433, bChange = 0.029399, totNum = 903
ROUND = 280, SUM = 11396433, bChange = 0.0293982, totNum = 896
ROUND = 281, SUM = 11396433, bChange = 0.0281905, totNum = 890
ROUND = 282, SUM = 11396433.0000001, bChange = 0.0281878, totNum = 885
ROUND = 283, SUM = 11396433, bChange = 0.0281851, totNum = 882
ROUND = 284, SUM = 11396433, bChange = 0.0281825, totNum = 872
ROUND = 285, SUM = 11396433, bChange = 0.0281799, totNum = 864
ROUND = 286, SUM = 11396433, bChange = 0.0281773, totNum = 859
ROUND = 287, SUM = 11396433, bChange = 0.0281747, totNum = 856
ROUND = 288, SUM = 11396433, bChange = 0.0281721, totNum = 852
ROUND = 289, SUM = 11396433, bChange = 0.0281696, totNum = 849
ROUND = 290, SUM = 11396433, bChange = 0.0281671, totNum = 846
ROUND = 291, SUM = 11396433, bChange = 0.0259701, totNum = 840
ROUND = 292, SUM = 11396432.9999999, bChange = 0.02597, totNum = 837
ROUND = 293, SUM = 11396433, bChange = 0.0259698, totNum = 831
ROUND = 294, SUM = 11396433, bChange = 0.0259696, totNum = 823
ROUND = 295, SUM = 11396433, bChange = 0.0259694, totNum = 821
ROUND = 296, SUM = 11396433.0000001, bChange = 0.0259693, totNum = 816
ROUND = 297, SUM = 11396433, bChange = 0.0259691, totNum = 811
ROUND = 298, SUM = 11396433, bChange = 0.025969, totNum = 809
ROUND = 299, SUM = 11396433, bChange = 0.0259688, totNum = 801
ROUND = 300, SUM = 11396433, bChange = 0.0259687, totNum = 797
ROUND = 301, SUM = 11396433, bChange = 0.0259685, totNum = 792
ROUND = 302, SUM = 11396433, bChange = 0.0259684, totNum = 789
ROUND = 303, SUM = 11396433, bChange = 0.0259682, totNum = 782
ROUND = 304, SUM = 11396433, bChange = 0.0259681, totNum = 778
ROUND = 305, SUM = 11396432.9999999, bChange = 0.0226079, totNum = 775
ROUND = 306, SUM = 11396433, bChange = 0.0226082, totNum = 768
ROUND = 307, SUM = 11396433, bChange = 0.0226084, totNum = 767
ROUND = 308, SUM = 11396433, bChange = 0.0226087, totNum = 761
ROUND = 309, SUM = 11396432.9999999, bChange = 0.0226089, totNum = 757
ROUND = 310, SUM = 11396432.9999999, bChange = 0.0226092, totNum = 755
ROUND = 311, SUM = 11396433, bChange = 0.0226094, totNum = 750
ROUND = 312, SUM = 11396433, bChange = 0.0226096, totNum = 748
ROUND = 313, SUM = 11396433.0000001, bChange = 0.0226099, totNum = 743
ROUND = 314, SUM = 11396433, bChange = 0.0226101, totNum = 742
ROUND = 315, SUM = 11396433, bChange = 0.0226103, totNum = 737
ROUND = 316, SUM = 11396433, bChange = 0.0226105, totNum = 736
ROUND = 317, SUM = 11396433, bChange = 0.0226107, totNum = 732
ROUND = 318, SUM = 11396433, bChange = 0.0226109, totNum = 729
ROUND = 319, SUM = 11396433, bChange = 0.0226111, totNum = 729
ROUND = 320, SUM = 11396433, bChange = 0.0226113, totNum = 725
ROUND = 321, SUM = 11396433, bChange = 0.0226115, totNum = 724
ROUND = 322, SUM = 11396433, bChange = 0.0226117, totNum = 720
ROUND = 323, SUM = 11396432.9999999, bChange = 0.0226119, totNum = 718
ROUND = 324, SUM = 11396433, bChange = 0.0226121, totNum = 715
ROUND = 325, SUM = 11396433, bChange = 0.0209187, totNum = 711
ROUND = 326, SUM = 11396433, bChange = 0.0209191, totNum = 708
ROUND = 327, SUM = 11396433, bChange = 0.0209196, totNum = 702
ROUND = 328, SUM = 11396433, bChange = 0.02092, totNum = 700
ROUND = 329, SUM = 11396433, bChange = 0.0209204, totNum = 697
ROUND = 330, SUM = 11396433, bChange = 0.0209209, totNum = 691
ROUND = 331, SUM = 11396433, bChange = 0.0209213, totNum = 690
ROUND = 332, SUM = 11396433, bChange = 0.0209217, totNum = 689
ROUND = 333, SUM = 11396433, bChange = 0.0209221, totNum = 687
ROUND = 334, SUM = 11396433, bChange = 0.0209225, totNum = 683
ROUND = 335, SUM = 11396432.9999999, bChange = 0.0209228, totNum = 678
ROUND = 336, SUM = 11396433, bChange = 0.0209232, totNum = 677
ROUND = 337, SUM = 11396432.9999999, bChange = 0.0209236, totNum = 672
ROUND = 338, SUM = 11396433, bChange = 0.0209239, totNum = 669
ROUND = 339, SUM = 11396433, bChange = 0.0209243, totNum = 664
ROUND = 340, SUM = 11396433, bChange = 0.0209246, totNum = 660
ROUND = 341, SUM = 11396433, bChange = 0.020925, totNum = 660
ROUND = 342, SUM = 11396433, bChange = 0.0209253, totNum = 659
ROUND = 343, SUM = 11396433, bChange = 0.0206475, totNum = 655
ROUND = 344, SUM = 11396433, bChange = 0.0206487, totNum = 651
ROUND = 345, SUM = 11396433, bChange = 0.0206499, totNum = 648
ROUND = 346, SUM = 11396433, bChange = 0.0206511, totNum = 643
ROUND = 347, SUM = 11396433, bChange = 0.0206522, totNum = 638
ROUND = 348, SUM = 11396433, bChange = 0.0206534, totNum = 636
ROUND = 349, SUM = 11396433, bChange = 0.0206545, totNum = 634
ROUND = 350, SUM = 11396433, bChange = 0.0206556, totNum = 634
ROUND = 351, SUM = 11396433, bChange = 0.0206567, totNum = 633
