Name	Length	EffectiveLength	TPM	NumReads
FBgn0036574	4008.76	3835.19	17.3193	510.751
FBgn0038742	1418	1244.42	72.4223	693
FBgn0003162	1649.2	1475.63	6.52173	74
FBgn0046999	672	498.71	0	0
FBgn0037345	831	657.642	17.0066	86
FBgn0037050	1501.45	1327.87	9.02396	92.14
FBgn0029783	1123.24	949.669	9.03815	66.001
FBgn0261269	3730.5	3556.92	5.44778	149
FBgn0264270	2229.23	2055.65	48.2088	762.024
FBgn0259822	4758.24	4584.66	0.028368	1.001
FBgn0034035	1562	1388.42	29.3177	313
FBgn0039270	868	694.616	12.3568	66
FBgn0031626	1990	1816.42	0	0
FBgn0051324	1979.24	1805.66	57.6629	800.618
FBgn0260858	1469	1295.42	44.5737	444
FBgn0031874	1802	1628.42	6.23348	78.053
FBgn0262719	7923.37	7749.79	0.33562	20
FBgn0082831	6728.76	6555.19	32.3179	1629
FBgn0259239	3743.62	3570.05	0.218568	6
FBgn0036146	755	581.68	4.02435	18
FBgn0035073	3322	3148.43	17.2506	417.629
FBgn0020371	789	615.663	0	0
FBgn0032845	1541.8	1368.22	6.95865	73.21
FBgn0283651	4285.89	4112.31	1.13922	36.024
FBgn0267824	2632	2458.43	36.0774	682
FBgn0069973	898.546	725.152	16.858	94
FBgn0036301	1709	1535.42	15.2022	179.485
FBgn0265048	4744	4570.43	173.686	6104
FBgn0261057	237.5	64.5695	0	0
FBgn0052564	1448	1274.42	0	0
FBgn0030797	1081.98	908.553	12.8007	89.429
FBgn0001296	2223.99	2050.41	3.1713	50
FBgn0259972	706	532.678	0	0
FBgn0053986	871	697.615	0	0
FBgn0032435	2743	2569.43	0.101228	2
FBgn0033905	1147.56	973.986	20.5625	154
FBgn0029539	639.5	466.221	0	0
FBgn0030502	2962.08	2788.51	77.4651	1661
FBgn0032554	1230	1056.51	0	0
FBgn0036410	2269.87	2096.29	0.744453	12
FBgn0025390	6268.54	6094.96	4.20292	196.977
FBgn0038394	1047	873.425	0.744479	5
FBgn0029715	1081.95	908.376	69.1495	483
FBgn0034911	6361	6187.43	0.25222	12
FBgn0026063	2066	1892.42	0.537054	7.815
FBgn0032375	787.601	614.265	0.211715	1
FBgn0033665	1878	1704.42	10.0717	132
FBgn0085380	3223	3049.43	0	0
FBgn0037493	813	639.649	0	0
FBgn0053701	315	141.932	0	0
FBgn0032189	1259	1085.42	11.7418	98
FBgn0033726	683	509.706	0	0
FBgn0037526	2097.77	1924.19	7.89816	116.86
FBgn0028902	2092.63	1919.06	0.271069	4
FBgn0050289	1164	990.425	0.131307	1
FBgn0038131	1100	926.425	0	0
FBgn0004910	1837	1663.47	0	0
FBgn0037715	1028.63	855.055	24.183	159
FBgn0038151	1571	1397.42	0	0
FBgn0005391	1582.65	1409.08	0.369175	4
FBgn0265416	6903	6729.43	0.038853	2.01
FBgn0033115	1351.45	1177.87	15.4575	140
FBgn0029587	2628.74	2455.16	1.32783	25.068
FBgn0034300	5039.51	4865.93	14.9936	561
FBgn0265464	2788	2614.43	6.56607	132
FBgn0036112	761	587.678	0	0
FBgn0262730	8145.2	7971.63	28.1874	1727.8
FBgn0262512	659	485.711	96.6578	361
FBgn0015279	4403.19	4229.62	58.5736	1905
FBgn0039831	2857.64	2684.07	65.2453	1346.59
FBgn0261673	1877.65	1704.08	6.9448	91
FBgn0026570	1229.08	1055.51	50.0232	406
FBgn0031574	3470.8	3297.22	6.66571	169
FBgn0036761	1791.92	1618.35	52.1532	649
FBgn0085385	5875	5701.43	0.011579	0.508
FBgn0027296	1984.17	1810.6	10.774	150
FBgn0033259	2863	2689.43	30.7543	636
FBgn0033616	1893	1719.42	9.75695	129
FBgn0030224	1034	860.425	0	0
FBgn0016685	917.097	743.694	349.914	2001
FBgn0003888	2516.76	2343.18	355.258	6400.91
FBgn0025381	2139.75	1966.17	359.648	5437.4
FBgn0052667	368	194.909	1.33446	2
FBgn0031771	1555.08	1381.51	114.937	1220.97
FBgn0042133	1168	994.425	4.57724	35
FBgn0028546	1069.15	895.577	86.8373	598
FBgn0037620	1159	985.425	2.50748	19
FBgn0086710	477.181	303.999	2912.44	6808.02
FBgn0036028	1427	1253.42	10.4793	101
FBgn0000046	1667.14	1493.57	2.28151	26.202
FBgn0034568	3382.28	3208.71	0.283711	7
FBgn0035464	2240	2066.42	53.8089	855
FBgn0032331	1716	1542.42	0.16863	2
FBgn0261380	1356	1182.42	21.7771	198
FBgn0039196	1506	1332.42	0	0
FBgn0051683	1870.67	1697.1	3.45952	45.145
FBgn0011754	2845.35	2671.77	25.3328	520.445
FBgn0003250	1349	1175.42	0.11064	1
FBgn0028872	1850.33	1676.76	0	0
FBgn0003975	3463	3289.43	0.276749	7
FBgn0040751	379	205.903	27.1589	43
FBgn0039958	2052.49	1878.92	32.413	468.294
FBgn0034201	1441.5	1268.13	0	0
FBgn0032390	844.71	671.339	60.4395	312
FBgn0031144	1998.74	1825.17	38.8331	545
FBgn0037481	943	769.596	21.9679	130
FBgn0033457	1055.75	882.179	25.2085	171
FBgn0037974	1199.12	1025.54	19.5121	153.869
FBgn0038033	1754	1580.42	0.099109	1.204
FBgn0029689	2699	2525.43	12.565	244
FBgn0036784	2074	1900.42	0	0
FBgn0085458	750	576.681	0	0
FBgn0033787	1096.75	923.177	5.77573	41
FBgn0031955	5713.38	5539.8	0.070426	3
FBgn0054011	1090	916.425	0	0
FBgn0051092	4034.14	3860.56	7.19829	213.684
FBgn0003218	5102.66	4929.08	16.5692	628
FBgn0029687	2574.53	2400.96	77.3545	1428.11
FBgn0033460	4649.04	4475.46	52.7989	1817
FBgn0039664	1359.25	1185.67	9.64749	87.957
FBgn0037802	1114	940.425	6.91439	50
FBgn0014002	2080.21	1906.63	908.76	13323.2
FBgn0051454	1736	1562.42	0.499413	6
FBgn0046886	1227	1053.42	0	0
FBgn0261060	329	155.927	0	0
FBgn0039349	1860.54	1686.96	20.1978	262
FBgn0036230	922.5	749.099	0	0
FBgn0085599	1023	849.425	8.22289	53.708
FBgn0030292	477	303.818	67.6319	158
FBgn0039132	1012.51	839.018	62.0007	400
FBgn0032790	1215	1041.42	14.4856	116
FBgn0029996	2543.53	2369.95	37.4269	682.049
FBgn0264830	262	88.972	0	0
FBgn0083972	706	532.702	2.68544	11
FBgn0052221	1606	1432.42	11.7119	129
FBgn0061209	595	421.763	0.100474	0.326
FBgn0019938	5078	4904.43	30.7859	1161
FBgn0029920	757	583.68	0	0
FBgn0259728	885	711.611	9.73417	53.264
FBgn0052732	2189	2015.42	16.6152	257.493
FBgn0030164	1289.75	1116.17	0	0
FBgn0033785	1900.55	1726.97	9.22877	122.552
FBgn0250839	1211	1037.42	0.125358	1
FBgn0267887	453	279.834	0.000167	0
FBgn0267365	936	762.597	28.6498	168
FBgn0032150	1013.95	840.474	4.95146	32.001
FBgn0035360	1715.04	1541.47	1.18114	14
FBgn0035833	3722	3548.43	15.9427	435
FBgn0034849	776.553	603.228	62.009	287.625
FBgn0035041	2875.18	2701.6	0.278759	5.791
FBgn0037067	876	702.613	0	0
FBgn0263197	5846.14	5672.57	77.0097	3359.05
FBgn0033724	638.571	465.297	43.6016	156
FBgn0265201	476	302.819	0.916787	2.135
FBgn0031690	1727.79	1554.21	0.418378	5
FBgn0035009	576	402.77	0	0
FBgn0052601	967	793.576	0.236359	1.442
FBgn0033996	1959.05	1785.47	18.0637	248
FBgn0034437	2768	2594.43	0	0
FBgn0031247	748	574.683	24.1953	106.918
FBgn0039552	649	475.714	0	0
FBgn0030990	2067.98	1894.4	108.191	1576
FBgn0015925	2001.76	1828.19	34.4296	484
FBgn0029959	1161.68	988.1	29.8767	227
FBgn0001276	727	553.693	25.3666	108
FBgn0036277	437	263.843	125.69	255
FBgn0052643	548	374.78	0	0
FBgn0263782	3818	3644.43	12.2931	344.494
FBgn0035695	4354.47	4180.9	0.124422	4
FBgn0034138	627.265	453.998	3625.35	12656
FBgn0035997	3213.19	3039.61	23.5317	550
FBgn0028541	2464.41	2290.84	68.5205	1207
FBgn0053666	666	492.71	0	0
FBgn0051860	2260.5	2086.93	0	0
FBgn0035312	1183	1009.42	15.6605	121.554
FBgn0036236	1075	901.425	0.000377	0.003
FBgn0259735	6470.81	6297.23	135.618	6566.9
FBgn0037094	3109.13	2935.56	43.3267	978.001
FBgn0051953	715	541.698	0.798195	3.325
FBgn0029523	2309	2135.43	1.51344	24.851
FBgn0035374	1144	970.425	68.8825	514
FBgn0034514	440	266.842	0	0
FBgn0038934	4898.35	4724.77	0.110149	4.002
FBgn0036360	2534	2360.43	0.110191	2
FBgn0014465	1564.11	1390.64	0.187036	2
FBgn0038471	1102	928.425	22.5521	161
FBgn0038047	1623	1449.42	3.40954	38
FBgn0064237	1495	1321.42	0	0
FBgn0032036	2396.91	2223.33	261.288	4467
FBgn0038207	740	566.686	0.229491	1
FBgn0259821	4494.01	4320.44	5.38807	179
FBgn0032084	1464.43	1290.86	2.6194	26
FBgn0014427	1176	1002.42	12.0653	93
FBgn0031257	2624.08	2450.51	60.6594	1143
FBgn0041094	2297.98	2124.41	68.8071	1123.99
FBgn0033988	2216	2042.42	33.3651	524
FBgn0001986	3585	3411.43	39.6084	1039
FBgn0032078	1989.4	1815.82	291.422	4069
FBgn0038551	1645	1471.42	27.9291	316
FBgn0000808	2015.75	1842.17	6.70659	95.001
FBgn0036895	3746	3572.43	0.036404	1
FBgn0266455	280	106.956	0	0
FBgn0031575	2306.33	2132.75	15.4575	253.496
FBgn0033880	1145	971.425	4.01624	30
FBgn0051661	1341	1167.42	0	0
FBgn0283476	12442	12268.4	0.042401	4
FBgn0032882	1961	1787.42	44.2604	608.324
FBgn0025700	891.934	718.542	155.109	857
FBgn0039811	514	340.8	0	0
FBgn0086447	409.461	236.332	37.9533	68.971
FBgn0000463	4625.69	4452.12	0.058963	2.018
FBgn0034748	1924	1750.42	18.5699	249.946
FBgn0042138	1245.21	1071.63	89.5607	738
FBgn0017556	1210.78	1037.2	0.000118	0
FBgn0267423	640	466.722	0	0
FBgn0052843	3276.48	3102.91	0.041912	1
FBgn0250827	860	686.618	0.757622	4
FBgn0023536	2345	2171.43	4.37206	73
FBgn0263236	3130.76	2957.19	1.18739	27
FBgn0039379	1894	1720.42	41.6508	551
FBgn0263842	318	144.931	0	0
FBgn0259676	1753	1579.42	23.5491	286
FBgn0050005	887	713.611	32.483	178.242
FBgn0036842	2795.87	2622.3	38.2863	772
FBgn0026718	1522.82	1349.25	5.39764	56
FBgn0034061	656	482.712	48.4945	180
FBgn0038877	2124	1950.42	31.787	476.729
FBgn0262588	777	603.673	15.5109	72
FBgn0264979	1362.63	1189.06	12.2496	112
FBgn0010772	3250.3	3076.72	30.0953	711.999
FBgn0034127	2103	1929.42	0.741434	11
FBgn0261850	2797	2623.43	24.9349	503
FBgn0037853	1642	1468.42	90.7779	1025
FBgn0038851	978	804.566	3.07114	19
FBgn0083942	556	382.778	0	0
FBgn0004915	1412.95	1239.38	43.2511	412.186
FBgn0265630	6016.58	5843.01	27.6212	1241
FBgn0034870	870	696.616	0	0
FBgn0036483	4136.63	3963.06	8.17103	249
FBgn0026869	6298.84	6125.27	32.8102	1545.35
FBgn0051404	981	807.561	0.161039	1
FBgn0050446	2303	2129.43	0.183217	3
FBgn0033020	669.474	496.184	0.262099	1
FBgn0036450	2644	2470.43	42.4825	807
FBgn0085479	1472	1298.42	0.400637	4
FBgn0037045	1081	907.425	7.59579	53
FBgn0030114	2666.58	2493.01	35.1596	674
FBgn0046685	2895	2721.43	52.1836	1092
FBgn0031951	1167.76	994.184	32.0971	245.372
FBgn0030310	739.458	566.139	388.903	1693
FBgn0032251	1051.01	877.436	8.74469	59
FBgn0036009	1497	1323.42	0	0
FBgn0039266	1549.38	1375.8	56.9047	601.999
FBgn0034194	1755.12	1581.54	26.8068	326
FBgn0004554	569.5	396.272	0	0
FBgn0003360	1729.7	1556.13	48.1107	575.677
FBgn0030320	3582.18	3408.61	21.2895	558
FBgn0261639	849	675.627	7.44972	38.702
FBgn0030812	4535.34	4361.77	46.5919	1562.66
FBgn0052091	2967	2793.43	1.62944	35
FBgn0039183	3117.24	2943.66	31.4115	711
FBgn0000299	5696.9	5523.33	1253.11	53221
FBgn0004892	2611	2437.43	0	0
FBgn0038602	615	441.753	0	0
FBgn0037260	1785	1611.42	0.565469	7.007
FBgn0052668	2676	2502.43	0.831509	16
FBgn0001250	5715.55	5541.98	0.684052	29.151
FBgn0036795	1548	1374.42	0	0
FBgn0015321	1149.38	975.809	64.9041	486.999
FBgn0030202	348	174.918	0	0
FBgn0030244	980.299	806.817	1.12975	7.009
FBgn0039501	2472	2298.43	6.90299	122
FBgn0038127	935	761.597	0	0
FBgn0003129	2566	2392.43	0.054508	1.003
FBgn0033100	557.634	384.408	41.6121	123
FBgn0030832	708	534.702	0	0
FBgn0264738	1067	893.425	0	0
FBgn0036302	2246.49	2072.92	62.8628	1002
FBgn0011205	1927.75	1754.17	57.9402	781.528
FBgn0028700	1278.66	1105.08	35.1601	298.77
FBgn0039927	3402.85	3229.28	7.25517	180.155
FBgn0038079	719.667	546.363	0	0
FBgn0040066	1666.61	1493.03	51.6527	593
FBgn0030833	3848.53	3674.96	4.4235	125
FBgn0036656	1325.42	1151.89	1.70477	15.1
FBgn0053531	4554.16	4380.59	0.059375	2
FBgn0033982	2550.19	2376.62	0.500394	9.144
FBgn0085237	380	206.903	0	0
FBgn0052086	1524	1350.42	0	0
FBgn0284247	12278.7	12105.2	0.010744	1
FBgn0039434	1030	856.425	0.151851	1
FBgn0051933	2076	1902.42	0	0
FBgn0038830	670	496.71	18.592	71.01
FBgn0035294	1682	1508.42	76.1384	883.12
FBgn0040793	417	243.863	524.223	983
FBgn0014179	2042	1868.42	0	0
FBgn0031145	851.08	677.741	265.051	1381.29
FBgn0033234	1996.27	1822.7	0.717716	10.06
FBgn0040343	583.674	410.436	0.316856	1
FBgn0050491	1109.38	935.802	4.19294	30.171
FBgn0034420	3234.75	3061.18	127.408	2999
FBgn0054008	715	541.698	7.71566	32.138
FBgn0037297	1606.62	1433.04	18.4224	203
FBgn0031725	2661.5	2487.93	0	0
FBgn0039307	1248	1074.42	0.121041	1
FBgn0035435	1103	929.425	8.81524	63
FBgn0013810	12202	12028.4	4.13012	382
FBgn0003963	4713.76	4540.18	89.0332	3108.26
FBgn0030494	858	684.619	0	0
FBgn0039055	3473	3299.43	30.7443	780
FBgn0040308	1038.43	864.857	89.7714	597
FBgn0039620	2274	2100.43	0.990651	16
FBgn0015765	1455.93	1282.35	16.5306	163.001
FBgn0031270	714.475	541.171	3.84498	16
FBgn0029795	1583.12	1409.54	1.47622	16
FBgn0030049	4139.51	3965.93	61.3891	1872.1
FBgn0052702	11349	11175.4	6.40039	550
FBgn0032938	3660.33	3486.75	45.6156	1223
FBgn0037760	4632.15	4458.57	35.5562	1219
FBgn0259832	474	300.821	14.3891	33.284
FBgn0020440	4594.04	4420.47	14.8851	505.955
FBgn0004590	639	465.723	0	0
FBgn0024941	3532.13	3358.55	0.120595	3.115
FBgn0035084	1417.2	1243.62	7.7686	74.289
FBgn0038752	2194	2020.42	0	0
FBgn0051643	2889.28	2715.7	0.047999	1.002
FBgn0030746	3804.38	3630.8	0.788004	22
FBgn0015714	1560.45	1386.88	61.6842	657.815
FBgn0037506	1426	1252.42	0.311514	3
FBgn0266977	516	342.799	0	0
FBgn0035077	1165	991.425	0.135635	1.034
FBgn0053109	1025	851.425	0	0
FBgn0002933	523	349.791	0	0
FBgn0085331	825	651.645	0	0
FBgn0261584	1761.11	1587.53	3.4406	42
FBgn0033362	2036.73	1863.15	5.23504	74.999
FBgn0030575	1375.48	1201.9	5.73474	53
FBgn0015572	1749	1575.42	1.23823	15
FBgn0013276	2375	2201.43	12.1288	205.311
FBgn0032613	2123	1949.42	19.0128	285
FBgn0036225	1146	972.425	0	0
FBgn0052208	514	340.8	0.017715	0.046
FBgn0017567	819	645.649	157.111	780
FBgn0014388	3426.89	3253.31	570.166	14263.3
FBgn0046763	1934	1760.42	86.8756	1176
FBgn0037061	627	453.734	27.8021	97
FBgn0030941	2416.31	2242.74	58.3927	1007
FBgn0029809	1433	1259.42	0	0
FBgn0053120	2301	2127.43	1.8339	30
FBgn0015614	1219.78	1046.2	88.4498	711.548
FBgn0033498	1268	1094.42	0.118829	1
FBgn0022224	396	222.886	52.513	90
FBgn0033729	794.5	621.104	0	0
FBgn0260453	2030.45	1856.88	0.140073	2
FBgn0039160	1362	1188.42	66.3309	606.149
FBgn0032750	1371	1197.42	9.44885	87
FBgn0262738	7028.16	6854.58	18.0999	954
FBgn0033979	1742.76	1569.18	0.663016	8
FBgn0032651	1360	1186.42	0	0
FBgn0050376	941	767.596	0	0
FBgn0039495	1455	1281.42	0	0
